id,createdTime,name_th,name_en,description_th,description_en,item,check,fix,service,name_th (from item),name_th (from check),name_th (from fix),name_th (from service)
recv5bGQjR6nxlngS,2025-06-12T02:36:50.000Z,น้ำซึมเข้าฐานราก,Water Seepage into Foundation,มีน้ำซึมเข้าบริเวณฐานรากหรือพื้นชั้นล่างของบ้าน,Water is seeping into the foundation area or ground floor of the house,['recg6IRFv35K2qXUf'],"['recQiJF9rCFpy8kw9', 'recNLrPIcbYDR8b0k']",['recc2G642zybdk4En'],"['recG7K3b0S666HWbr', 'recyb62eRhRYEVu91', 'rec9w4UTetQITOJaN']",['ฐานราก'],"['ตรวจระบบระบายน้ำฐานราก', 'สำรวจดินรอบบ้าน']",['เติมดินอุดโพรงใต้บ้าน'],"['แพ็คเกจบริการรวมสำรวจ ปรับปรุง ต่อเติม พื้นที่รอบบ้านครบวงจร HomeSmile', 'บริการปิดโพรงรอบบ้านด้วยแผ่น Smartboard', 'ปิดโพรงรอบบ้าน']"
recvq15EA1MRfi2BJ,2025-06-12T02:36:50.000Z,ไฟดับบ่อย,Frequent Power Outages,ไฟฟ้าภายในบ้านดับบ่อยเกินปกติหรือเบรกเกอร์ตัดบ่อย,Frequent loss of power or circuit breaker trips in the home,"['reckUeh1OS2PeHugO', 'recXJH8RljDrmpHTC', 'recEjxuY8F8u31N3i']","['recHKFAO8kXTFiZ7p', 'reciXxROpIkvXTKEP']","['reci2A92jnUkOZ9PI', 'recvln5x1nwbX9dFO']",['recWgl42lEPM7sFCE'],"['สายไฟ', 'ตู้โหลดไฟ / เบรกเกอร์', 'หลอดไฟ']","['ตรวจสายไฟและอุปกรณ์ว่าชำรุดหรือไม่', 'เช็กตู้โหลด/เบรกเกอร์ว่าปกติ']","['รีเซ็ตเบรกเกอร์เมื่อไฟตก', 'เปลี่ยนหลอดไฟที่ขาด']",['บริการซ่อมไฟฟ้าภายในบ้าน']
recwhMM2dWDJhNXsV,2025-06-12T02:36:50.000Z,สัตว์เลี้ยงขับถ่ายในบ้าน,Pet Accident Indoors,สุนัขหรือแมวขับถ่าย (ฉี่/อึ) ในบ้าน นอกบริเวณที่จัดไว้,"A dog or cat has urinated or defecated inside the house, outside of their designated area","['rech6FkFWRAmLkFki', 'recNJ99g5TxQCmfP9']",['reckIXhDwPrUxtp36'],['rec9JvWaLRF8yFBPZ'],"['rec5oLbmdHkHaFP35', 'recE77PAw72d9FdQL', 'recaV8svBvuvG2Y3k', 'recsX9eXEUe2Gkl9b']","['แผ่นรองซับฉี่สุนัข', 'กระบะทรายแมว']",['ทำความสะอาดที่ขับถ่ายสัตว์'],['โรยเบกกิ้งโซดาดับกลิ่น'],"['บริการทำความสะอาดและฆ่าเชื้อโรคพรม', 'บริการทำความสะอาดและฆ่าเชื้อโรคโซฟา', 'บริการทำความสะอาดบ้านและคอนโด (Deep Cleaning)', 'บริการพ่นควันฆ่าเชื้อโรค ด้วยระบบ fogging']"
recwrMRo4ua9Q0EbV,2025-06-12T02:36:50.000Z,สีโป่งพองเป็นฟอง,Bubbling/Blistering Paint,สีบนผนังโป่งพองขึ้นมาเป็นฟองอากาศ เนื่องจากความชื้นใต้ชั้นสี,Paint on the wall is bubbling/blistering due to moisture under the paint layer,"['recLkEqyNFkzqA8GR', 'reciPjowP662LnLuB']","['reci5Kfgf8wswfJ1g', 'rect38fqRlVlxVJJr']","['recYglfHy7yQ10cbi', 'recSimArQUd62sOYe']","['recEGpmFGDKENZ4aq', 'rec8ZJFwQcxBa5Zm2', 'recDQ0hwu2uytZDop', 'reciLImZDzkW3WEhh']","['สีน้ำ/สีน้ำมัน', 'สีรองพื้น']","['มองหารอยด่างบนผนัง', 'ตรวจผนังภายนอก']","['ขูดและทาสีเฉพาะจุด', 'รองพื้นกันชื้นก่อนทาสี']","['บริการทาสีผนังภายใน-ภายนอกด้วยสี Beger', 'บริการทาสี Beger', 'บริการติดตั้งระบบกันน้ำรั่วซึมสำหรับดาดฟ้า โดย MagiX', 'บริการทาสีดาดฟ้ากันซึม']"
recwsonYZMeRi75Dm,2025-06-12T02:36:50.000Z,แมลงอย่างมด/แมลงสาบเข้ามา,Pests Attracted by Dirt,มีแมลงสาบ มด หรือหนู เข้ามาเพราะมีเศษอาหารหรือความสกปรกสะสม,"Cockroaches, ants, or mice are present, attracted by food scraps or accumulated dirt","['recYjjXihzcV2bTfD', 'rec4VgF52fl7nLt6S']","['reck6iBYmskZn0atS', 'recgNWGAxTdqWOhbZ']","['rechQNohHsaBnsW7r', 'recHZgDnXfNJGPuYt']","['recB27Jid4BnaxXtE', 'recsX9eXEUe2Gkl9b']","['สเปรย์ยาฆ่าแมลง', 'เจลหรือเหยื่อกำจัดมด']","['วางกับดัก/สังเกตแมลงสาบ', 'ตรวจมุมห้องครัวมีมด']","['ฉีดสเปรย์ยาฆ่าแมลงสวน', 'โรยผงชอล์กกันมด']","['กำจัดและป้องกันแมลงสาบสายพันธุ์เยอรมัน', 'บริการพ่นควันฆ่าเชื้อโรค ด้วยระบบ fogging']"
recxKrkswZtwLUw50,2025-06-12T02:36:50.000Z,ไฟฟ้าลัดวงจร/ไฟช็อต,Short Circuit/Electric Shock Risk,ไฟฟ้าลัดวงจรหรือไฟรั่วที่อาจทำให้เกิดไฟช็อตต่อผู้ใช้งาน,Electrical short or leakage that could cause electric shock to occupants,"['reckUeh1OS2PeHugO', 'recXJH8RljDrmpHTC', 'recPhQqalFbWCWzZT', 'recqVtAAJMXDBtvff', 'rec0hbutthAWJlaBy']","['recHKFAO8kXTFiZ7p', 'reciXxROpIkvXTKEP', 'recIhOINiN5e5hlsn', 'recQYCdYd17xQN2RE']","['reci2A92jnUkOZ9PI', 'recZzv7YMMdMa66H4', 'recXsOIBM4MbM6Coa', 'recJhf4ZcNZO6bwMH']",['recWgl42lEPM7sFCE'],"['สายไฟ', 'ตู้โหลดไฟ / เบรกเกอร์', 'เต้ารับ (ปลั๊กไฟ)', 'สวิตช์ไฟ', 'ฟิวส์ไฟฟ้า']","['ตรวจสายไฟและอุปกรณ์ว่าชำรุดหรือไม่', 'เช็กตู้โหลด/เบรกเกอร์ว่าปกติ', 'ทดสอบเครื่องตัดไฟรั่ว (RCD)', 'ปิดคัตเอาต์หลักก่อนซ่อม']","['รีเซ็ตเบรกเกอร์เมื่อไฟตก', 'เปลี่ยนฟิวส์หรือเบรกเกอร์ที่ไหม้', 'พันเทปแก้ฉนวนสายไฟชั่วคราว', 'ถอดปลั๊กอุปกรณ์ที่ไม่ได้ใช้']",['บริการซ่อมไฟฟ้าภายในบ้าน']
recxMaiB3w53VuaFg,2025-06-12T02:36:50.000Z,เต้ารับหรือสวิตช์หลวม/เสีย,Loose/Broken Outlet or Switch,ปลั๊กไฟหรือสวิตช์ไฟหลวมหรือชำรุด ใช้งานไม่ได้หรือมีประกายไฟ,"Electrical outlet or light switch is loose or broken, possibly sparking or not functioning","['recPhQqalFbWCWzZT', 'recqVtAAJMXDBtvff']",['recHKFAO8kXTFiZ7p'],,"['recWgl42lEPM7sFCE', 'recjwvBBr5FiPc1hk', 'reckQFahAETF0RRMy']","['เต้ารับ (ปลั๊กไฟ)', 'สวิตช์ไฟ']",['ตรวจสายไฟและอุปกรณ์ว่าชำรุดหรือไม่'],,"['บริการซ่อมไฟฟ้าภายในบ้าน', 'ติดตั้งสวิทซ์ไฟฟ้าพร้อมอุปกรณ์', 'ติดตั้งปลั๊กไฟฟ้าพร้อมอุปกรณ์']"
recxbiqdQp8VcjZOL,2025-06-12T02:36:50.000Z,น้ำล้นรางน้ำฝน,Gutter Overflow,น้ำฝนล้นออกจากรางน้ำเนื่องจากท่อระบายลงอุดตันหรือน้ำมาเร็วเกินระบาย,Rainwater overflows from the gutter because the downspout is clogged or rainfall exceeds drainage capacity,"['recRCklo0mRCXLOzr', 'recl1QpfktwKQSEv5', 'recvWPeS4B1SYIu3c']","['recf2Zv73ajNNimYW', 'recggrg82iFS5tW7v']","['recqa9qnrQjtSDL7I', 'recL9Ixcx8nCvmS1d', 'recDtbhSlNq5NMjDX']","['recdc0cKArMaDLMxx', 'recOlZ4mgYyRmRVJi', 'recvhr7lvsVqJtzFB', 'recVSuua1VyOkNRoD', 'recRnSKTRzgJmbHfN']","['รางน้ำฝน', 'ท่อน้ำลง', 'ตะแกรงกันใบไม้รางน้ำ']","['ทำความสะอาดรางน้ำฝนประจำ', 'ตรวจข้อต่อและความลาดเอียงรางน้ำ']","['ทำความสะอาดสิ่งอุดตัน', 'ขันหรือเสริมตัวยึดรางน้ำ', 'ติดตาข่ายกันใบไม้']","['บริการติดตั้งรางน้ำฝนไวนิล เอสซีจี HomeSmile', 'บริการติดตั้งรางน้ำฝนไวนิล SCG รุ่น Smart by Q-Chang', 'บริการติดตั้งรางน้ำฝนไวนิล SCG', 'บริการติดตั้งรางน้ำฝนไวนิล SCG รุ่น Deluxe by Q-Chang', 'บริการติดตั้งรางน้ำฝน PVC by Q-Chang\n']"
recxsjCTLDOFFbpNz,2025-06-12T02:36:50.000Z,อินเทอร์เน็ตหลุดบ่อย,Frequent Internet Disconnects,สัญญาณอินเทอร์เน็ตขาดหายบ่อยครั้ง ใช้งานไม่ต่อเนื่อง,"Internet connection drops frequently, causing inconsistent service","['recCgwfww8OUZvgvD', 'recDsWhlfk2tr2sDC', 'recc8HIUJeCiElzwF']","['recCUuztznsbteGOc', 'rec8U8i04LTsawIIv', 'rec0QM6ST8anFMBbK']",['recBu8Ub3O4pdH3Wg'],,"['เราเตอร์อินเทอร์เน็ต', 'โมเด็ม', 'สาย LAN']","['สังเกตไฟสถานะเราเตอร์', 'ทดสอบความเร็วอินเทอร์เน็ต', 'ตรวจอุปกรณ์เชื่อมต่อ']",['รีสตาร์ทเราเตอร์/โมเด็ม'],
recyxgDCn49tohiLS,2025-06-12T02:36:50.000Z,สัตว์เลี้ยงหลุดออกนอกบ้าน,Pet Escaping the House,สัตว์เลี้ยงหลุดออกนอกบ้านหรือวิ่งออกประตู/รั้วเพราะการกั้นไม่ดี,A pet escapes and runs out of the house or yard due to inadequate containment,['recJZGCKu5OHWRqwx'],['recrDXvHcTKI1ZcJI'],['recwDqppatqIptEdT'],"['recVQ9lBdhbkCAbq0', 'rec8Xe5KsyD8wiRYh', 'rec2pCBreYXQzFYQj']",['ประตูสำหรับสัตว์เลี้ยง'],['ตรวจรั้ว/กรงสัตว์เลี้ยง'],['ปิดช่องหนีชั่วคราว'],"['บริการติดตั้งประตูรั้วอลูมิเนียม Hausen', 'บริการติดตั้งมอเตอร์ประตูรั้วรีโมทอัตโนมัติ HomeXpert', 'บริการติดตั้งรั้ว ระแนงบังตาไวนิล รุ่น Value Set และ Box Set']"
reczm4pdXlz5GwUJh,2025-06-12T02:36:50.000Z,กลิ่นสัตว์เลี้ยง/บริเวณขับถ่าย,Pet Odor in Home,มีกลิ่นสัตว์เลี้ยงหรือกลิ่นฉี่/อึจากจุดที่สัตว์ขับถ่ายในบ้าน,There's a noticeable pet smell or odor from pet urine/feces in certain spots of the house,"['reclFfpvp7MXCbLjG', 'rech6FkFWRAmLkFki', 'recNJ99g5TxQCmfP9']",['reckIXhDwPrUxtp36'],"['rec9JvWaLRF8yFBPZ', 'recMmfUSg2Zmcb9nR', 'recLB5teMgaQTffHa']","['rec5oLbmdHkHaFP35', 'recE77PAw72d9FdQL', 'recaV8svBvuvG2Y3k', 'recsX9eXEUe2Gkl9b', 'recy4eIeUNC7rqI0x', 'recEN7WTxYeQ5Q1zb', 'rec63Mru1fEyjsR88', 'recEIzk19IR00EYAO']","['น้ำยาและผ้าทำความสะอาด', 'แผ่นรองซับฉี่สุนัข', 'กระบะทรายแมว']",['ทำความสะอาดที่ขับถ่ายสัตว์'],"['โรยเบกกิ้งโซดาดับกลิ่น', 'ใช้น้ำส้มสายชูขจัดคราบ', 'ใช้ทรายแมวดับกลิ่น']","['บริการทำความสะอาดและฆ่าเชื้อโรคพรม', 'บริการทำความสะอาดและฆ่าเชื้อโรคโซฟา', 'บริการทำความสะอาดบ้านและคอนโด (Deep Cleaning)', 'บริการพ่นควันฆ่าเชื้อโรค ด้วยระบบ fogging', 'ติดตั้งระบบเครื่องเติมอากาศ แรงดันบวก พร้อมกำจัดกลิ่น AIRWAVE+', 'ติดตั้งระบบเติมอากาศให้บ้าน เครื่องเติมอากาศ FRESHNERGY', 'เครื่องเติมอากาศดี SCG Active AIR Quality', 'ระบบไอออนกำจัดเชื้อโรคในอากาศ และดักจับฝุ่น PM2.5 SCG Bi-ion']"
